period,count
2020Q1,0
2020Q2,1
2020Q3,0
2020Q4,4
2021Q1,4
2021Q2,1
2021Q3,0
2021Q4,1
2022Q1,1
2022Q2,0
2022Q3,1
2022Q4,3
2023Q1,2
2023Q2,3
2023Q3,6
2023Q4,0
2024Q1,1
2024Q2,3
2024Q3,0
2024Q4,5
2025Q1,2
2025Q2,3
2025Q3,7
