term,slope,current_norm,r2
diffusion models,93.59183780603625,415.07706394018004,0.939923565362397
language models,91.9374278426625,460.8576224629941,0.871438504324493
large language,89.51582423572007,424.9961849534564,0.8672692913476636
uncertainty quantification,64.81205310102531,486.7999389592553,0.9933980552197731
conformal prediction,62.1373069702146,350.22127269952693,0.9369829537964022
