,1986,1988,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Total
coupling,0,0,0,19,404,691,1101,1545,1539,1780,2190,2307,2274,2559,2710,2991,3306,3675,3924,3934,4302,4447,5125,5481,5934,6530,7088,7551,7918,8028,8584,8866,9202,9326,9396,9730,10208,11748,176413
use,0,0,0,14,190,438,611,829,999,1243,1522,1779,1998,2100,2359,2558,2892,3134,3380,3827,4089,4469,4896,5548,5826,6204,6524,6916,7539,7717,8591,9093,10508,10427,10384,10873,10907,10064,170448
interaction,0,0,0,5,168,455,740,1040,1239,1633,2058,2331,2558,2736,2981,3184,3490,3832,3904,4347,4494,4881,5203,5633,6096,6384,7017,7053,7431,7738,8111,8069,8728,8707,8294,8374,8974,9559,167447
dark,0,0,0,0,50,249,430,540,639,727,993,1087,1427,1662,1989,2280,2905,3346,3564,4057,4694,5822,5475,5760,6236,6361,6804,7297,7367,7856,8049,8602,8874,8998,9595,9586,11143,12501,166965
experimental,0,0,0,0,99,361,601,848,1081,1289,1631,1982,2139,2395,2563,2922,3260,3296,3482,3743,3959,4210,4377,4894,5365,5913,6150,6561,7126,7247,7987,8452,9124,9278,9177,9453,10623,12344,163932
symmetry,0,0,0,61,580,986,1397,1771,1838,2028,2320,2616,2651,2735,2988,3069,3149,3436,3483,3674,3805,4256,4913,5042,5448,5936,6396,6621,6826,6946,7366,7461,8318,8532,8171,8783,9553,10181,163336
gas,0,0,0,6,49,247,451,783,1106,1501,1963,2238,2618,2928,3035,3496,3737,3829,4116,4508,4792,4957,5765,5751,6190,6399,6616,6902,7195,6991,7693,7673,7840,7455,7297,7622,8433,9135,161317
strong,0,0,0,0,214,427,648,959,1195,1587,1939,2189,2577,2561,2674,2892,3326,3410,3642,4030,4318,4734,5171,5311,5859,6009,6275,6774,7004,7324,7463,7807,8251,8032,8342,8317,8949,10991,161201
equations,0,0,0,70,430,901,1147,1468,1727,2083,2399,2661,2766,3152,3279,3544,3613,4081,4167,4381,4558,4788,5193,5287,5446,5797,6267,6062,6417,6789,6853,7278,7573,7822,7266,7929,8680,8697,160571
general,0,0,0,58,380,826,1155,1433,1633,1870,2200,2626,2814,2937,3169,3383,3630,3897,4022,4182,4396,4667,5134,5530,5663,6026,6228,6571,6540,6607,7008,7405,7733,7896,7914,7876,8216,8221,159846
limit,0,0,0,40,457,784,1064,1396,1721,2124,2671,2747,2832,3094,3483,3562,3700,3871,4009,4200,4497,4608,4866,5171,5656,5685,6040,6418,6508,6586,6966,6985,7585,7506,7575,7695,8115,8711,158928
effective,0,0,0,34,470,986,1203,1511,1749,2101,2566,2619,2622,2817,3171,3315,3555,3591,3535,3880,3891,4165,4285,4869,5097,5592,6011,6487,6364,6706,7049,7218,8040,7859,7797,8271,9035,10462,158923
xray,0,0,0,0,0,85,296,552,1110,1872,2445,2964,3612,4378,4174,4613,4900,5025,5302,5222,5233,5515,5466,5823,5943,5815,5587,5854,5778,6094,5956,6088,6976,6505,6415,7018,7490,8202,158308
spectrum,0,0,0,16,253,601,837,1146,1609,2159,2548,2832,3092,3532,3409,3906,4097,4304,4244,4401,4520,5103,5096,5509,5566,6135,6023,6365,6344,6543,6689,6484,7265,7025,6751,7090,7685,8374,157553
parameter,0,0,0,20,234,531,829,1123,1348,1393,1732,2030,2259,2528,2707,2660,2951,3066,3202,3432,3833,4268,4492,5004,5385,5580,5841,6096,6106,6484,7033,7361,8219,8398,8622,9194,10170,11798,155929
small,0,0,0,10,199,556,793,1178,1543,1776,2068,2538,2733,2912,3176,3398,3614,3812,4085,4099,4448,4617,5027,5307,5455,5857,6150,6222,6452,6571,7092,7431,7847,7443,7344,7566,7498,7666,154483
galaxy,0,0,0,0,29,263,539,962,1347,1895,2609,2736,3090,3088,3069,3504,3802,3991,4234,4423,4380,5174,5204,5346,5602,5403,5723,5994,6176,6128,6438,6503,6816,6755,6917,7747,8420,9168,153475
local,0,0,0,12,136,390,603,756,1082,1239,1716,1875,2173,2396,2537,2823,3107,3457,3585,3826,3916,4411,4598,4929,5297,5700,5866,6398,6638,6530,6710,7428,7853,8125,8194,8618,9297,10586,152807
scattering,0,0,0,26,258,668,1012,1243,1621,1999,2274,2650,2819,2900,2964,3171,3657,3836,3732,3983,4218,4352,4476,4919,5130,5338,5656,5920,6332,6449,6692,6995,7419,7411,7542,7589,7950,8435,151636
interactions,0,0,0,0,181,460,658,848,1107,1330,1678,1785,2129,2051,2238,2305,2613,2974,2964,3306,3515,3770,4049,4442,4729,5157,5744,6009,6537,6772,6985,7478,8298,8317,8023,8827,10622,12823,150724
lattice,0,0,0,26,576,1022,1293,1550,1807,1868,2228,2261,2340,2557,2845,3128,3403,3631,3656,3771,4213,4283,4683,5160,5246,5453,5228,5877,5781,6236,6375,6647,6883,7341,7467,7227,7994,8726,148782
current,0,0,0,10,173,366,575,748,934,1120,1512,1721,1970,2238,2405,2827,2986,3160,3265,3587,3736,4037,4409,4714,5012,5570,5448,5941,6179,6608,6981,7472,8192,7919,8103,8336,9102,9797,147153
numerical,0,0,0,7,184,418,646,903,1061,1338,1680,1843,1926,2101,2227,2486,2779,2978,3015,3305,3605,3788,4290,4496,4842,5188,5587,5762,6206,6271,6905,7361,8279,8167,8149,8812,9488,10419,146512
possible,0,0,0,14,237,537,816,1064,1307,1631,1954,2350,2597,2737,2959,3250,3515,3606,3987,4202,4364,4598,4864,5139,5419,5727,5726,6006,6244,6397,6530,6702,7483,7114,7114,7077,6836,6142,146245
stellar,0,0,0,0,7,81,216,418,587,837,1193,1477,1732,1848,2079,2370,2748,2859,3374,3913,4095,4623,4982,5477,5425,5744,6180,6248,6827,6445,7050,7155,7767,7255,7591,7897,8905,10452,145857
