period,count
2020Q1,2
2020Q2,2
2020Q3,0
2020Q4,12
2021Q1,8
2021Q2,4
2021Q3,0
2021Q4,3
2022Q1,4
2022Q2,2
2022Q3,5
2022Q4,10
2023Q1,4
2023Q2,11
2023Q3,17
2023Q4,0
2024Q1,4
2024Q2,9
2024Q3,0
2024Q4,13
2025Q1,4
2025Q2,12
2025Q3,19
