period,count
2020Q1,12
2020Q2,37
2020Q3,11
2020Q4,8
2021Q1,2
2021Q2,12
2021Q3,1
2021Q4,0
2022Q1,3
2022Q2,3
2022Q3,4
2022Q4,0
2023Q1,0
2023Q2,4
2023Q3,0
2023Q4,0
2024Q1,0
2024Q2,4
2024Q3,2
2024Q4,1
2025Q1,1
2025Q2,0
2025Q3,0

